,No,year,month,day,hour,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
38990,38991,2014,6,13,14,2.0,56.0,57.0,56.0,15.0,33.0,994.3,33.5,NE,20.4,0.0,0.0
38991,38992,2014,6,13,15,2.0,51.0,53.0,51.0,15.2,33.0,994.0,33.8,NE,24.2,0.0,0.0
38992,38993,2014,6,13,16,2.0,58.0,53.0,58.0,16.1,35.0,993.6,33.7,NE,26.3,0.0,0.0
38993,38994,2014,6,13,17,2.0,58.0,55.0,58.0,16.5,37.0,993.4,33.2,NE,29.1,0.0,0.0
38994,38995,2014,6,13,18,2.0,61.0,61.0,61.0,17.5,42.0,993.7,32.1,NE,30.7,0.0,0.0
38995,38996,2014,6,13,19,2.0,73.0,56.0,73.0,20.4,59.0,994.3,29.3,NW,1.4,0.0,0.0
38996,38997,2014,6,13,20,2.0,77.0,62.0,77.0,21.2,71.0,995.2,27.0,NW,2.7,0.0,0.0
38997,38998,2014,6,13,21,2.0,64.0,69.0,64.0,21.4,76.0,995.9,26.0,NW,4.1,0.0,0.0
38998,38999,2014,6,13,22,2.0,74.0,68.0,74.0,22.0,83.0,996.3,25.1,NW,6.3,0.0,0.0
38999,39000,2014,6,13,23,2.0,75.0,64.0,75.0,22.2,85.0,996.5,24.9,NW,7.8,0.0,0.0
39000,39001,2014,6,14,0,2.0,69.0,65.0,69.0,21.4,81.0,996.3,24.9,NW,9.1,0.0,0.0
39001,39002,2014,6,14,1,2.0,76.0,67.0,76.0,21.2,81.0,996.1,24.7,NE,1.7,0.0,0.0
39002,39003,2014,6,14,2,2.0,72.0,65.0,72.0,21.7,84.0,995.9,24.6,NW,2.0,0.0,0.0
39003,39004,2014,6,14,3,2.0,64.0,61.0,64.0,21.5,83.0,995.9,24.6,NE,1.3,0.0,0.0
39004,39005,2014,6,14,4,2.0,46.0,60.0,46.0,21.9,86.0,995.9,24.4,NW,1.9,0.0,0.0
39005,39006,2014,6,14,5,2.0,43.0,56.0,43.0,21.1,84.0,995.7,24.0,NW,3.2,0.0,0.0
39006,39007,2014,6,14,6,2.0,55.0,48.0,55.0,20.4,84.0,995.8,23.3,NW,4.7,0.0,0.0
39007,39008,2014,6,14,7,2.0,50.0,46.0,50.0,21.0,82.0,996.3,24.3,NW,5.9,0.0,0.0
39008,39009,2014,6,14,8,2.0,70.0,56.0,70.0,21.3,69.0,996.5,27.5,NW,8.1,0.0,0.0
39009,39010,2014,6,14,9,2.0,73.0,62.0,73.0,21.2,58.0,996.7,30.4,NE,2.3,0.0,0.0
39010,39011,2014,6,14,10,2.0,64.0,70.0,64.0,20.1,51.0,996.9,31.5,NW,2.6,0.0,0.0
39011,39012,2014,6,14,11,2.0,48.0,81.0,48.0,18.9,44.0,996.7,32.8,NE,3.1,0.0,0.0
39012,39013,2014,6,14,12,2.0,41.0,69.0,41.0,16.8,37.0,996.5,33.5,NE,5.1,0.0,0.0
39013,39014,2014,6,14,13,2.0,53.0,61.0,53.0,19.1,42.0,995.8,33.9,NE,7.4,0.0,0.0
39014,39015,2014,6,14,14,2.0,66.0,52.0,66.0,19.1,40.0,995.4,34.7,NE,9.1,0.0,0.0
39015,39016,2014,6,14,15,2.0,65.0,47.0,65.0,19.2,40.0,994.4,34.9,NE,11.7,0.0,0.0
39016,39017,2014,6,14,16,2.0,62.0,60.0,62.0,20.3,43.0,993.9,34.8,NE,14.3,0.0,0.0
39017,39018,2014,6,14,17,2.0,61.0,59.0,61.0,19.8,44.0,993.7,33.8,NW,3.3,0.0,0.0
39018,39019,2014,6,14,18,2.0,71.0,58.0,71.0,21.0,47.0,993.9,33.9,NW,4.6,0.0,0.0
39019,39020,2014,6,14,19,2.0,91.0,62.0,91.0,23.9,64.0,994.4,31.6,NW,6.1,0.0,0.0
39020,39021,2014,6,14,20,2.0,105.0,70.0,105.0,24.1,77.0,994.8,28.6,NW,7.7,0.0,0.0
39021,39022,2014,6,14,21,2.0,110.0,83.0,110.0,24.1,82.0,995.2,27.5,NW,9.1,0.0,0.0
39022,39023,2014,6,14,22,2.0,127.0,90.0,127.0,23.7,81.0,995.7,27.3,NE,1.5,0.0,0.0
39023,39024,2014,6,14,23,2.0,100.0,90.0,100.0,22.4,69.0,996.1,28.7,NE,2.8,0.0,0.0
39024,39025,2014,6,15,0,2.0,86.0,93.0,86.0,23.0,75.0,995.5,27.9,NE,4.1,0.0,0.0
39025,39026,2014,6,15,1,2.0,77.0,72.0,77.0,23.2,84.0,995.1,26.2,NW,1.1,0.0,0.0
39026,39027,2014,6,15,2,2.0,87.0,55.0,87.0,23.2,85.0,994.7,26.0,NW,2.3,0.0,0.0
39027,39028,2014,6,15,3,2.0,93.0,54.0,93.0,23.2,85.0,994.3,26.0,NW,3.5,0.0,0.0
39028,39029,2014,6,15,4,2.0,50.0,55.0,50.0,23.2,87.0,993.9,25.6,NW,5.2,0.0,0.0
39029,39030,2014,6,15,5,2.0,92.0,63.0,92.0,23.3,87.0,993.9,25.7,NE,1.2,0.0,0.0
39030,39031,2014,6,15,6,2.0,103.0,62.0,103.0,23.7,89.0,994.3,25.7,NW,1.7,0.0,0.0
39031,39032,2014,6,15,7,2.0,97.0,65.0,97.0,23.9,86.0,994.7,26.5,NW,2.9,0.0,0.0
39032,39033,2014,6,15,8,2.0,93.0,84.0,93.0,24.2,79.0,994.9,28.2,NW,4.2,0.0,0.0
39033,39034,2014,6,15,9,2.0,122.0,89.0,122.0,22.8,65.0,995.4,30.2,NW,5.4,0.0,0.0
39034,39035,2014,6,15,10,2.0,89.0,87.0,89.0,23.1,63.0,995.4,31.0,NE,1.7,0.0,0.0
39035,39036,2014,6,15,11,2.0,111.0,94.0,111.0,23.7,60.0,995.1,32.5,NE,3.2,0.0,0.0
39036,39037,2014,6,15,12,2.0,106.0,98.0,106.0,23.1,57.0,994.4,32.8,NE,6.6,0.0,0.0
39037,39038,2014,6,15,13,2.0,105.0,97.0,105.0,21.3,50.0,993.5,33.2,NW,3.1,0.0,0.0
39038,39039,2014,6,15,14,2.0,88.0,100.0,88.0,21.6,48.0,992.7,34.2,NW,6.9,0.0,0.0
39039,39040,2014,6,15,15,2.0,74.0,84.0,74.0,22.4,50.0,992.2,34.4,NW,9.8,0.0,0.0
39040,39041,2014,6,15,16,2.0,89.0,80.0,89.0,22.8,50.0,991.8,34.8,NE,2.1,0.0,0.0
39041,39042,2014,6,15,17,2.0,75.0,74.0,75.0,21.9,49.0,991.7,34.2,NE,4.7,0.0,0.0
39042,39043,2014,6,15,18,2.0,74.0,80.0,74.0,23.4,60.0,991.8,32.2,NE,6.7,0.0,0.0
39043,39044,2014,6,15,19,2.0,86.0,82.0,86.0,24.9,72.0,992.2,30.6,NW,2.0,0.0,0.0
39044,39045,2014,6,15,20,2.0,82.0,86.0,82.0,24.8,76.0,992.6,29.5,NW,4.1,0.0,0.0
39045,39046,2014,6,15,21,2.0,82.0,75.0,82.0,25.0,81.0,993.2,28.6,NE,1.4,0.0,0.0
39046,39047,2014,6,15,22,2.0,282.0,56.0,282.0,24.9,80.0,993.7,28.8,cv,0.5,0.0,0.0
39047,39048,2014,6,15,23,2.0,257.0,58.0,257.0,24.9,80.0,993.8,28.8,SW,1.3,0.0,0.0
39048,39049,2014,6,16,0,2.0,266.0,84.0,266.0,25.4,83.0,993.9,28.6,SW,2.5,0.0,0.0
39049,39050,2014,6,16,1,2.0,231.0,98.0,231.0,25.6,85.0,993.5,28.4,SE,0.9,0.0,0.0
39050,39051,2014,6,16,2,2.0,234.0,90.0,234.0,25.8,86.0,993.2,28.4,SE,1.7,0.0,0.0
39051,39052,2014,6,16,3,2.0,162.0,86.0,162.0,26.0,89.0,993.0,28.0,SW,0.6,0.0,0.0
39052,39053,2014,6,16,4,2.0,128.0,87.0,128.0,26.0,92.0,992.9,27.5,NE,1.1,0.5,0.5
39053,39054,2014,6,16,5,2.0,198.0,81.0,198.0,26.0,94.0,992.8,27.1,NW,1.0,0.0,0.0
39055,39056,2014,6,16,7,2.0,153.0,74.0,153.0,26.5,95.0,993.8,27.4,NW,2.8,0.0,0.0
39056,39057,2014,6,16,8,2.0,136.0,81.0,136.0,27.1,90.0,994.1,29.0,NE,1.0,0.0,0.0
39057,39058,2014,6,16,9,2.0,154.0,81.0,154.0,26.2,74.0,994.1,31.5,SW,1.7,0.0,0.0
39058,39059,2014,6,16,10,2.0,144.0,87.0,144.0,24.5,64.0,994.3,32.2,NW,2.7,0.0,0.0
39059,39060,2014,6,16,11,2.0,135.0,93.0,135.0,23.8,59.0,994.0,32.9,NW,5.0,0.0,0.0
39060,39061,2014,6,16,12,2.0,110.0,95.0,110.0,24.4,57.0,993.7,34.2,NW,7.9,0.0,0.0
39061,39062,2014,6,16,13,2.0,136.0,124.0,136.0,23.8,51.0,993.1,35.5,SW,1.9,0.0,0.0
39062,39063,2014,6,16,14,2.0,106.0,104.0,106.0,23.4,51.0,992.5,35.1,SW,3.2,0.0,0.0
39063,39064,2014,6,16,15,2.0,98.0,101.0,98.0,23.8,52.0,991.8,35.2,NW,1.8,0.0,0.0
39064,39065,2014,6,16,16,2.0,120.0,87.0,120.0,25.2,61.0,991.4,33.8,SE,3.9,0.0,0.0
39065,39066,2014,6,16,17,2.0,109.0,87.0,109.0,24.9,60.0,991.3,33.8,SW,4.5,0.0,0.0
39066,39067,2014,6,16,18,2.0,55.0,79.0,55.0,25.7,68.0,991.8,32.4,SE,3.5,0.0,0.0
39067,39068,2014,6,16,19,2.0,100.0,67.0,100.0,25.9,74.0,992.6,31.1,SE,6.8,0.0,0.0
39070,39071,2014,6,16,22,2.0,8.0,38.0,8.0,26.1,84.0,994.7,29.1,SE,16.1,0.0,0.0
39071,39072,2014,6,16,23,2.0,9.0,25.0,9.0,26.2,84.0,995.6,29.2,SE,19.1,0.0,0.0
39072,39073,2014,6,17,0,2.0,341.0,28.0,341.0,25.9,84.0,995.3,28.9,SE,22.1,0.0,0.0
39073,39074,2014,6,17,1,2.0,9.0,22.0,9.0,25.6,82.0,995.2,29.0,SW,4.7,0.0,0.0
39076,39077,2014,6,17,4,2.0,32.0,20.0,32.0,25.1,82.0,995.4,28.5,SW,2.7,0.0,0.0
39077,39078,2014,6,17,5,2.0,10.0,22.0,10.0,24.9,81.0,995.6,28.5,SW,5.4,0.0,0.0
39078,39079,2014,6,17,6,2.0,3.0,22.0,3.0,25.1,83.0,995.8,28.3,SE,2.2,0.0,0.0
39080,39081,2014,6,17,8,2.0,146.0,27.0,146.0,25.5,78.0,996.5,29.8,SW,3.1,0.0,0.0
39081,39082,2014,6,17,9,2.0,42.0,21.0,42.0,25.1,75.0,996.7,30.1,SW,7.8,0.0,0.0
39082,39083,2014,6,17,10,2.0,22.0,25.0,22.0,25.6,74.0,996.7,30.8,SE,2.2,0.0,0.0
39088,39089,2014,6,17,16,2.0,23.0,21.0,23.0,24.7,92.0,995.0,26.2,NE,0.9,0.0,0.0
39089,39090,2014,6,17,17,2.0,67.0,18.0,67.0,25.3,90.0,994.8,27.1,NE,1.9,0.0,0.0
39090,39091,2014,6,17,18,2.0,57.0,25.0,57.0,25.6,87.0,995.2,28.0,NE,3.2,0.0,0.0
39091,39092,2014,6,17,19,2.0,26.0,39.0,26.0,25.8,90.0,995.5,27.6,NW,1.0,0.0,0.0
39092,39093,2014,6,17,20,2.0,31.0,19.0,31.0,25.6,92.0,996.3,27.1,cv,0.5,0.0,0.0
39093,39094,2014,6,17,21,2.0,32.0,23.0,32.0,25.6,93.0,996.8,26.9,NW,1.7,0.0,0.0
39094,39095,2014,6,17,22,2.0,45.0,24.0,45.0,25.2,94.0,997.2,26.3,NE,1.1,0.0,0.0
39095,39096,2014,6,17,23,2.0,46.0,30.0,46.0,24.9,94.0,997.5,26.0,cv,0.5,0.0,0.0
39096,39097,2014,6,18,0,2.0,35.0,29.0,35.0,24.8,93.0,997.0,26.1,NW,0.6,0.0,0.0
39097,39098,2014,6,18,1,2.0,64.0,29.0,64.0,24.7,94.0,997.1,25.8,NW,1.5,0.0,0.0
39098,39099,2014,6,18,2,2.0,46.0,25.0,46.0,24.6,94.0,996.8,25.7,NW,2.5,0.0,0.0
39099,39100,2014,6,18,3,2.0,42.0,28.0,42.0,24.6,95.0,996.8,25.5,NW,3.8,0.0,0.0
39100,39101,2014,6,18,4,2.0,42.0,32.0,42.0,24.5,95.0,996.5,25.4,NW,5.2,0.0,0.0
39101,39102,2014,6,18,5,2.0,72.0,33.0,72.0,24.4,95.0,996.6,25.3,NE,1.4,0.0,0.0
39102,39103,2014,6,18,6,2.0,67.0,32.0,67.0,24.3,95.0,996.6,25.2,NE,2.3,0.0,0.0
39103,39104,2014,6,18,7,2.0,68.0,35.0,68.0,25.4,95.0,996.9,26.3,NE,3.3,0.0,0.0
39104,39105,2014,6,18,8,2.0,62.0,33.0,62.0,25.8,88.0,997.2,28.0,NE,4.7,0.0,0.0
39105,39106,2014,6,18,9,2.0,52.0,29.0,52.0,26.1,81.0,997.3,29.8,SE,1.3,0.0,0.0
39106,39107,2014,6,18,10,2.0,44.0,36.0,44.0,25.1,69.0,997.3,31.5,SW,3.9,0.0,0.0
39107,39108,2014,6,18,11,2.0,53.0,37.0,53.0,24.7,65.0,996.7,32.2,SW,8.2,0.0,0.0
39108,39109,2014,6,18,12,2.0,10.0,34.0,10.0,24.7,61.0,996.0,33.3,SW,14.5,0.0,0.0
39109,39110,2014,6,18,13,2.0,34.0,28.0,34.0,24.3,60.0,995.4,33.2,SW,18.2,0.0,0.0
39110,39111,2014,6,18,14,2.0,17.0,24.0,17.0,23.4,58.0,994.7,32.8,SW,23.5,0.0,0.0
39111,39112,2014,6,18,15,2.0,9.0,17.0,9.0,24.6,69.0,994.7,31.0,SW,25.2,0.0,0.0
39112,39113,2014,6,18,16,2.0,20.0,20.0,20.0,25.0,70.0,994.4,31.2,NE,4.2,0.0,0.0
39113,39114,2014,6,18,17,2.0,33.0,20.0,33.0,25.1,76.0,994.9,29.9,NE,5.2,0.0,0.0
39114,39115,2014,6,18,18,2.0,44.0,23.0,44.0,25.3,81.0,994.6,29.0,NE,6.9,0.0,0.0
39115,39116,2014,6,18,19,2.0,72.0,25.0,72.0,25.7,85.0,994.2,28.5,NE,8.0,0.0,0.0
39116,39117,2014,6,18,20,2.0,59.0,29.0,59.0,25.5,89.0,995.0,27.5,NW,2.2,0.0,0.0
39117,39118,2014,6,18,21,2.0,75.0,48.0,75.0,25.4,90.0,995.2,27.2,NW,4.0,0.0,0.0
39118,39119,2014,6,18,22,2.0,31.0,47.0,31.0,25.6,90.0,995.6,27.4,NW,5.3,0.0,0.0
39119,39120,2014,6,18,23,2.0,41.0,43.0,41.0,25.7,91.0,995.9,27.4,NW,6.2,0.0,0.0
39120,39121,2014,6,19,0,2.0,66.0,34.0,66.0,25.7,91.0,996.0,27.4,NW,7.1,0.0,0.0
39121,39122,2014,6,19,1,2.0,20.0,24.0,20.0,26.0,85.0,995.9,28.8,SW,4.5,0.0,0.0
39122,39123,2014,6,19,2,2.0,54.0,20.0,54.0,25.6,84.0,995.7,28.6,SW,8.0,0.0,0.0
39123,39124,2014,6,19,3,2.0,56.0,26.0,56.0,25.7,85.0,995.3,28.5,SW,11.2,0.0,0.0
39124,39125,2014,6,19,4,2.0,45.0,18.0,45.0,25.7,85.0,995.4,28.5,SW,14.5,0.0,0.0
39125,39126,2014,6,19,5,2.0,46.0,18.0,46.0,25.6,85.0,995.1,28.4,SE,2.8,0.0,0.0
39126,39127,2014,6,19,6,2.0,43.0,21.0,43.0,25.9,89.0,995.4,27.9,SE,4.5,0.0,0.0
39127,39128,2014,6,19,7,2.0,67.0,23.0,67.0,26.2,89.0,995.6,28.2,SE,6.2,0.0,0.0
39128,39129,2014,6,19,8,2.0,60.0,20.0,60.0,25.6,82.0,996.1,29.0,SE,8.7,0.0,0.0
39129,39130,2014,6,19,9,2.0,37.0,16.0,37.0,25.3,75.0,996.3,30.3,SE,11.5,0.0,0.0
39130,39131,2014,6,19,10,2.0,38.0,23.0,38.0,24.8,71.0,996.1,30.7,SW,2.8,0.0,0.0
39131,39132,2014,6,19,11,2.0,32.0,26.0,32.0,25.4,67.0,995.6,32.4,SE,2.4,0.0,0.0
39132,39133,2014,6,19,12,2.0,36.0,26.0,36.0,23.9,61.0,994.5,32.5,SW,4.6,0.0,0.0
39133,39134,2014,6,19,13,2.0,27.0,12.0,27.0,24.0,60.0,993.9,32.8,SW,7.9,0.0,0.0
39134,39135,2014,6,19,14,2.0,20.0,24.0,20.0,24.3,65.0,993.6,31.8,SW,16.3,0.0,0.0
39135,39136,2014,6,19,15,2.0,38.0,21.0,38.0,25.8,84.0,993.6,28.8,SE,3.7,0.2,0.2
39136,39137,2014,6,19,16,2.0,28.0,10.0,28.0,25.3,84.0,993.3,28.3,SE,5.6,0.1,0.3
39137,39138,2014,6,19,17,2.0,48.0,27.0,48.0,25.7,84.0,993.4,28.7,SE,6.6,0.0,0.0
39138,39139,2014,6,19,18,2.0,44.0,20.0,44.0,25.6,85.0,992.8,28.4,SE,7.7,0.0,0.0
39139,39140,2014,6,19,19,2.0,72.0,20.0,72.0,25.7,87.0,993.1,28.1,SE,9.4,0.0,0.0
39140,39141,2014,6,19,20,2.0,86.0,28.0,86.0,26.2,88.0,993.0,28.4,SE,10.7,0.0,0.0
39141,39142,2014,6,19,21,2.0,75.0,32.0,75.0,25.9,87.0,993.9,28.3,SE,12.4,0.0,0.0
39142,39143,2014,6,19,22,2.0,24.0,28.0,24.0,25.8,86.0,994.6,28.4,SE,13.7,0.0,0.0
39143,39144,2014,6,19,23,2.0,56.0,21.0,56.0,25.9,87.0,994.7,28.3,SE,16.4,0.0,0.0
39144,39145,2014,6,20,0,2.0,65.0,25.0,65.0,26.1,87.0,994.0,28.5,SE,19.4,0.0,0.0
39145,39146,2014,6,20,1,2.0,38.0,27.0,38.0,25.6,83.0,993.9,28.8,SW,3.3,0.0,0.0
39146,39147,2014,6,20,2,2.0,52.0,21.0,52.0,25.3,83.0,993.5,28.5,SE,2.7,0.0,0.0
39147,39148,2014,6,20,3,2.0,56.0,25.0,56.0,25.4,85.0,993.4,28.2,SE,4.2,0.0,0.0
39148,39149,2014,6,20,4,2.0,31.0,20.0,31.0,25.4,86.0,993.1,28.0,SE,6.1,0.0,0.0
39150,39151,2014,6,20,6,2.0,8.0,16.0,8.0,25.0,92.0,993.9,26.5,SE,0.8,4.2,5.1
39151,39152,2014,6,20,7,2.0,60.0,22.0,60.0,25.6,93.0,994.2,26.9,SE,1.6,0.0,0.0
39152,39153,2014,6,20,8,2.0,67.0,25.0,67.0,26.6,93.0,995.1,27.9,SE,2.8,0.0,0.0
39153,39154,2014,6,20,9,2.0,15.0,25.0,15.0,26.3,87.0,994.8,28.7,SW,2.4,0.0,0.0
39154,39155,2014,6,20,10,2.0,44.0,22.0,44.0,25.8,81.0,994.6,29.5,SW,6.3,0.0,0.0
39155,39156,2014,6,20,11,2.0,27.0,29.0,27.0,25.4,77.0,994.7,29.9,SW,11.7,0.0,0.0
39156,39157,2014,6,20,12,2.0,37.0,27.0,37.0,26.4,80.0,994.2,30.3,SE,2.6,0.0,0.0
39157,39158,2014,6,20,13,2.0,40.0,34.0,40.0,26.2,76.0,993.5,31.0,SW,5.3,0.0,0.0
39158,39159,2014,6,20,14,2.0,29.0,35.0,29.0,25.4,76.0,993.3,30.2,SE,3.2,0.0,0.0
39159,39160,2014,6,20,15,2.0,47.0,34.0,47.0,25.6,83.0,992.9,28.8,NE,3.3,0.0,0.0
39160,39161,2014,6,20,16,2.0,64.0,27.0,64.0,25.9,90.0,992.5,27.7,NE,4.8,0.4,0.4
39161,39162,2014,6,20,17,2.0,109.0,18.0,109.0,26.0,91.0,992.5,27.7,NE,5.7,0.0,0.0
39162,39163,2014,6,20,18,2.0,46.0,22.0,46.0,26.0,93.0,993.2,27.3,NE,7.4,1.5,1.5
39163,39164,2014,6,20,19,2.0,52.0,25.0,52.0,25.9,94.0,993.3,27.0,NE,9.5,2.0,3.5
39164,39165,2014,6,20,20,2.0,42.0,32.0,42.0,25.9,94.0,994.0,27.0,NW,1.6,0.1,3.6
39172,39173,2014,6,21,4,2.0,28.0,19.0,28.0,26.3,93.0,993.7,27.6,NE,1.4,0.0,0.0
39174,39175,2014,6,21,6,2.0,12.0,19.0,12.0,25.9,90.0,994.1,27.8,SE,3.0,0.1,0.1
39175,39176,2014,6,21,7,2.0,9.0,15.0,9.0,23.1,92.0,994.9,24.5,NE,1.2,3.4,3.5
39176,39177,2014,6,21,8,2.0,29.0,12.0,29.0,23.7,92.0,995.5,25.1,NW,1.1,0.0,0.0
39177,39178,2014,6,21,9,2.0,25.0,12.0,25.0,24.2,91.0,995.7,25.8,NE,1.7,0.0,0.0
39178,39179,2014,6,21,10,2.0,49.0,22.0,49.0,24.8,90.0,996.1,26.6,NE,4.1,0.0,0.0
39179,39180,2014,6,21,11,2.0,104.0,21.0,104.0,25.2,86.0,995.8,27.8,NE,6.0,0.0,0.0
39180,39181,2014,6,21,12,2.0,114.0,29.0,114.0,25.6,84.0,995.1,28.6,NE,7.6,0.0,0.0
39181,39182,2014,6,21,13,2.0,121.0,31.0,121.0,25.8,83.0,994.2,29.0,NE,9.6,0.0,0.0
39182,39183,2014,6,21,14,2.0,223.0,46.0,223.0,26.0,80.0,994.0,29.9,SE,2.5,0.0,0.0
39183,39184,2014,6,21,15,2.0,119.0,33.0,119.0,25.9,77.0,993.5,30.5,SE,3.6,0.0,0.0
39184,39185,2014,6,21,16,2.0,54.0,36.0,54.0,26.1,82.0,993.2,29.6,NE,1.7,0.0,0.0
39185,39186,2014,6,21,17,2.0,50.0,38.0,50.0,23.1,73.0,993.0,28.5,NW,6.6,0.0,0.0
39186,39187,2014,6,21,18,2.0,27.0,17.0,27.0,23.6,94.0,993.7,24.7,NE,1.7,25.6,25.6
39187,39188,2014,6,21,19,2.0,53.0,14.0,53.0,24.4,95.0,994.6,25.3,SW,2.1,1.2,26.8
39188,39189,2014,6,21,20,2.0,77.0,26.0,77.0,24.5,95.0,995.5,25.4,NW,0.9,0.9,27.7
39189,39190,2014,6,21,21,2.0,79.0,28.0,79.0,24.4,95.0,995.4,25.3,NE,1.4,0.4,28.1
39190,39191,2014,6,21,22,2.0,61.0,31.0,61.0,24.4,95.0,995.8,25.3,SW,1.4,0.0,0.0
39191,39192,2014,6,21,23,2.0,72.0,29.0,72.0,24.3,95.0,996.1,25.2,NE,1.0,0.0,0.0
39192,39193,2014,6,22,0,2.0,67.0,18.0,67.0,24.3,95.0,996.4,25.2,NW,0.9,0.0,0.0
39193,39194,2014,6,22,1,2.0,73.0,23.0,73.0,24.2,95.0,995.7,25.1,NE,0.9,0.0,0.0
39194,39195,2014,6,22,2,2.0,94.0,18.0,94.0,24.4,96.0,995.3,25.1,NW,1.0,0.0,0.0
39195,39196,2014,6,22,3,2.0,97.0,26.0,97.0,24.4,96.0,995.0,25.1,NW,2.2,0.0,0.0
39196,39197,2014,6,22,4,2.0,78.0,24.0,78.0,24.4,96.0,995.2,25.1,NW,3.5,0.0,0.0
39197,39198,2014,6,22,5,2.0,87.0,34.0,87.0,24.5,96.0,995.1,25.2,NW,5.0,0.0,0.0
39198,39199,2014,6,22,6,2.0,91.0,31.0,91.0,24.5,96.0,995.6,25.2,NE,1.0,0.8,0.8
39199,39200,2014,6,22,7,2.0,91.0,29.0,91.0,24.7,96.0,995.8,25.4,NE,2.6,7.3,8.1
39200,39201,2014,6,22,8,2.0,66.0,39.0,66.0,25.2,96.0,996.0,25.9,NE,3.4,1.9,10.0
39201,39202,2014,6,22,9,2.0,89.0,32.0,89.0,25.4,95.0,996.2,26.3,NE,4.7,1.6,11.6
39202,39203,2014,6,22,10,2.0,108.0,24.0,108.0,25.6,91.0,995.7,27.3,NE,6.6,0.0,0.0
39203,39204,2014,6,22,11,2.0,55.0,31.0,55.0,25.6,83.0,995.8,28.8,NE,8.2,0.0,0.0
39204,39205,2014,6,22,12,2.0,86.0,30.0,86.0,25.3,77.0,996.4,29.8,SE,1.6,0.0,0.0
39205,39206,2014,6,22,13,2.0,66.0,42.0,66.0,24.4,82.0,995.8,27.8,SE,5.7,0.0,0.0
39206,39207,2014,6,22,14,2.0,35.0,36.0,35.0,25.1,84.0,995.4,28.1,SW,2.9,0.0,0.0
39207,39208,2014,6,22,15,2.0,28.0,23.0,28.0,24.9,81.0,994.5,28.5,SE,3.2,0.0,0.0
39208,39209,2014,6,22,16,2.0,51.0,15.0,51.0,25.4,85.0,994.4,28.2,SE,5.1,0.0,0.0
39209,39210,2014,6,22,17,2.0,46.0,23.0,46.0,25.3,84.0,994.3,28.3,NE,1.0,0.0,0.0
39210,39211,2014,6,22,18,2.0,35.0,29.0,35.0,25.3,84.0,994.5,28.3,SE,1.3,0.0,0.0
39211,39212,2014,6,22,19,2.0,25.0,23.0,25.0,24.7,85.0,994.7,27.5,SE,2.9,0.0,0.0
39212,39213,2014,6,22,20,2.0,45.0,31.0,45.0,24.6,87.0,995.4,27.0,NE,1.2,0.0,0.0
39213,39214,2014,6,22,21,2.0,38.0,27.0,38.0,24.8,89.0,996.2,26.8,cv,0.0,0.0,0.0
39214,39215,2014,6,22,22,2.0,47.0,24.0,47.0,25.0,91.0,996.7,26.6,SE,1.2,0.0,0.0
39215,39216,2014,6,22,23,2.0,63.0,19.0,63.0,24.8,90.0,997.0,26.6,SE,2.5,0.0,0.0
39216,39217,2014,6,23,0,2.0,49.0,21.0,49.0,24.7,94.0,996.9,25.8,cv,0.5,0.0,0.0
39217,39218,2014,6,23,1,2.0,28.0,26.0,28.0,24.2,94.0,996.4,25.3,NW,1.1,0.0,0.0
39218,39219,2014,6,23,2,2.0,43.0,19.0,43.0,24.1,95.0,995.5,25.0,NW,2.5,0.0,0.0
39219,39220,2014,6,23,3,2.0,33.0,24.0,33.0,24.0,95.0,995.5,24.9,NE,1.0,0.0,0.0
39220,39221,2014,6,23,4,2.0,52.0,22.0,52.0,23.7,95.0,995.4,24.6,NW,1.1,0.0,0.0
39221,39222,2014,6,23,5,2.0,69.0,10.0,69.0,23.9,96.0,995.4,24.6,NW,2.2,0.0,0.0
39222,39223,2014,6,23,6,2.0,78.0,19.0,78.0,24.2,96.0,996.2,24.9,NE,1.1,0.0,0.0
39223,39224,2014,6,23,7,2.0,69.0,27.0,69.0,24.9,96.0,996.4,25.6,NW,1.1,0.0,0.0
39224,39225,2014,6,23,8,2.0,92.0,33.0,92.0,25.8,93.0,996.8,27.1,SE,0.9,0.0,0.0
39226,39227,2014,6,23,10,2.0,40.0,46.0,40.0,25.0,77.0,996.4,29.5,NE,4.2,0.0,0.0
39228,39229,2014,6,23,12,2.0,17.0,26.0,17.0,26.3,85.0,995.9,29.1,SE,0.7,0.1,2.1
39229,39230,2014,6,23,13,2.0,30.0,28.0,30.0,24.9,69.0,995.3,31.3,SW,6.7,0.0,0.0
39230,39231,2014,6,23,14,2.0,16.0,25.0,16.0,25.6,74.0,994.5,30.8,SW,11.1,0.0,0.0
39231,39232,2014,6,23,15,2.0,38.0,12.0,38.0,24.3,71.0,993.9,30.2,SW,14.2,0.0,0.0
39232,39233,2014,6,23,16,2.0,40.0,22.0,40.0,23.9,68.0,993.5,30.5,SW,16.1,0.0,0.0
39233,39234,2014,6,23,17,2.0,37.0,28.0,37.0,24.9,77.0,993.7,29.4,NE,1.5,0.0,0.0
39234,39235,2014,6,23,18,2.0,82.0,39.0,82.0,25.0,79.0,994.1,29.1,SE,1.5,0.0,0.0
39235,39236,2014,6,23,19,2.0,50.0,35.0,50.0,24.6,83.0,994.6,27.8,SE,4.5,2.2,2.2
